"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031347","regulation of defense response","107/516","199/1987",8.40851795262753e-19,1.78031257378814e-16,1.35501858681577e-16,"Fpr2/Mmp8/Anxa1/Plscr1/S100a9/Ier3/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Tlr2/S100a8/App/Clec4e/Socs3/Clec4n/Flot1/Ltf/Alox5ap/Ccr1/Tirap/Il18rap/Pglyrp1/Ggt1/Acod1/Lamp2/N4bp1/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Tlr13/Trem3/Fcer1g/Ifih1/Ceacam1/Nupr1/Emilin2/Trafd1/Ncf1/Siglece/Fcgr1/Pik3r6/Bst1/Grn/Rbm47/Fcgr3/Dhx58/Cyba/Parp9/Mefv/Gbp2/Cd44/Gbp2b/Samhd1/Ifi207/Irgm2/Smpdl3b/Irgm1/Arg2/Tnfrsf1a/Fgr/Gbp7/Casp1/Emilin1/Stat2/Igtp/Ifi204/Nod1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Sbno2/Parp14/Ctsc/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Dtx3l/Lbp/Nfe2l2/Eif2ak2/Xcl1/Serpinb9/Myo1f/Treml4/Ly96/Ddx60/Metrnl/Slamf8/Csf1r/Ccn3/Oas3/Stat1/Trim25/Fcgr2b/Fgl2",107
"GO:0034097","response to cytokine","117/516","227/1987",1.24095552823297e-18,2.40848785437882e-16,1.83313079784589e-16,"Ifitm6/Mmp8/Anxa1/Plscr1/Wfdc21/Il1r2/Ifitm1/Rab20/Ifitm2/Cd300lf/Cebpb/Csf2rb/Tlr4/Nfil3/Cd14/Mapk13/Slc11a1/Csf2rb2/Tlr2/Il1rap/App/Il15ra/Socs3/Pirb/Ccr1/Xbp1/Il18rap/Oas2/Snx10/Acod1/Socs1/Klf5/Cd274/Ifi202b/Spi1/Myd88/Casp4/Zbp1/Ccr5/Irak3/Il13ra1/Il1rn/Fcer1g/Ifih1/Ceacam1/Ccrl2/Gab1/Saa3/Cxcl10/Csf2ra/Cdc42ep2/Xaf1/Fosl2/Ifitm3/Cxcr2/Rbm47/Gpr35/Icam1/Ebi3/Asah1/Parp9/Mefv/Ifit1/Gbp2/Gbp2b/Samhd1/Il36g/Ifi207/Irgm2/Lims1/Irgm1/Tnfrsf1a/Naip2/Gbp7/Casp1/Oasl2/Stat2/Igtp/Ifi204/Ctbp2/Ifng/Gbp3/Ifit2/Ifit3/Oasl1/Sbno2/Cxcl2/Parp14/Irf1/Pdia3/Ifi47/Irf7/Vim/Serpina3g/Kit/Nfe2l2/Selp/Pid1/Eif2ak2/Xcl1/Cxcl9/Gbp6/Iigp1/Iigp1c/Timp2/Gsdme/Spp1/Cxcl3/Csf1r/Gbp8/Lifr/Dusp1/Oas3/Stat1/Trim25/Bst2/Timp1",117
"GO:0070887","cellular response to chemical stimulus","196/516","466/1987",1.51805465228983e-18,2.71965329629462e-16,2.06996278093609e-16,"Lcn2/Fpr2/Ifitm6/Mmp8/Anxa1/Plscr1/Gpr27/S100a9/Il1r2/Ifitm1/Rab20/Ifitm2/Cd300lf/Cebpb/Csf2rb/Tlr4/Prdx5/Nfil3/Cpne2/Cd14/Mapk13/Slc11a1/Csf2rb2/Tlr2/Il1rap/Trem1/S100a8/App/Pld1/C5ar1/Il15ra/Socs3/Flot1/Tgm2/Ltf/Anxa2/Pirb/Alox5ap/G6pdx/Slc25a24/Ccr1/Lgals3/P2ry13/Xbp1/Tirap/Il18rap/Mmp9/Oas2/Msra/Snx10/Acod1/Socs1/Adam8/Klf5/Cd274/Jun/Ifi202b/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Ccr5/Irak3/Il13ra1/Il1rn/Txn1/Trem3/Fcer1g/Pgk1/Fcgr4/Ifih1/Bak1/Ceacam1/Ccrl2/Pla2g7/Gab1/Npepps/Cib2/Aifm2/Saa3/Cxcl10/Ralb/Rab31/Csf2ra/Cdc42ep2/Cyfip1/Atp6v1a/Dgat2/Ifitm3/Cmpk2/Lmnb1/Itgb2l/Bst1/Rps6ka2/Ptpre/Cxcr2/Rbm47/Rdh12/Fcgr3/Gpr35/Icam1/Ebi3/Asah1/Cyba/Parp9/Ifit1/Gbp2/Gbp2b/Samhd1/Id2/Il36g/Ifi207/Irgm2/Lims1/Cmklr1/Irgm1/Tnfrsf1a/Aif1/Met/Naip2/Gbp7/Casp1/Tcf7l2/Mgst1/Cybb/Oasl2/Stat2/Igtp/Ifi204/Thbs1/Ctbp2/Nod1/Ifng/Gbp3/Ifit2/Slc31a1/Pak1/Ifit3/Oasl1/Sbno2/Cxcl2/Parp14/Nadk/Sdf2l1/Irf1/Casp7/Lin28a/Atp7a/Pdia3/Ifi47/Irf7/Trim30d/Trim30a/Vim/Mtus1/Lbp/Kit/Nfe2l2/Cd68/Selp/Pid1/Ly6i/Eif2ak2/Xcl1/Cxcl9/Cyp2b10/Tifab/Gbp6/Iigp1/P2ry1/Klf9/Iigp1c/Timp2/Ly96/Gsdme/Spp1/Cxcl3/Slamf8/Csf1r/Fmo5/Gbp8/Ccn3/Lifr/Dusp1/Oas3/Bmp2/Stat1/Trim25/Mt1/Ly6a/Mt2/Dab2/Fcgr2b/Hc",196
"GO:0002831","regulation of response to biotic stimulus","83/516","142/1987",1.55377351390851e-17,2.53495366353756e-15,1.92938553677759e-15,"Fpr2/Plscr1/Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Clec4n/Flot1/Ltf/Ccr1/Tirap/Il18rap/Acod1/Lamp2/N4bp1/Adam8/Cd274/Spi1/Myd88/Casp4/Ffar2/Zbp1/Irak3/Tlr13/Trem3/Ifih1/Ceacam1/Emilin2/Trafd1/Ncf1/Pik3r6/Grn/Rbm47/Dhx58/Cyba/Parp9/Mefv/Gbp2/Gbp2b/Samhd1/Ifi207/Irgm2/Smpdl3b/Irgm1/Arg2/Fgr/Gbp7/Casp1/Emilin1/Stat2/Igtp/Ifi204/Nod1/Ifng/Gbp3/Lgals9/Ifi35/Oasl1/Parp14/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Dtx3l/Lbp/Nfe2l2/Eif2ak2/Xcl1/Serpinb9/Myo1f/Treml4/Ly96/Gsdme/Ddx60/Slamf8/Oas3/Stat1/Trim25/Fgl2",83
"GO:0045088","regulation of innate immune response","74/516","120/1987",1.63264512464849e-17,2.53495366353756e-15,1.92938553677759e-15,"Fpr2/Plscr1/Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Clec4n/Flot1/Ltf/Ccr1/Tirap/Il18rap/Acod1/Lamp2/N4bp1/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Irak3/Tlr13/Trem3/Ifih1/Ceacam1/Trafd1/Ncf1/Pik3r6/Grn/Rbm47/Dhx58/Cyba/Parp9/Mefv/Gbp2/Gbp2b/Samhd1/Ifi207/Irgm2/Smpdl3b/Irgm1/Fgr/Gbp7/Casp1/Stat2/Igtp/Ifi204/Nod1/Gbp3/Lgals9/Ifi35/Oasl1/Parp14/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Nfe2l2/Eif2ak2/Xcl1/Serpinb9/Myo1f/Treml4/Ly96/Ddx60/Slamf8/Oas3/Trim25",74
"GO:0032101","regulation of response to external stimulus","125/516","258/1987",4.91290558728071e-17,7.15134819548548e-15,5.44298224275047e-15,"Fpr2/Mmp8/Anxa1/Plscr1/S100a9/Ier3/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Tlr2/Trem1/S100a8/App/Clec4e/C5ar1/Socs3/Clec4n/Flot1/Plaur/Ltf/Anxa2/Alox5ap/Ccr1/Tirap/Il18rap/Pglyrp1/Ggt1/Acod1/Lamp2/N4bp1/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Tlr13/Trem3/Fcer1g/Ifih1/Ceacam1/Pla2g7/Cxcl10/Nupr1/Emilin2/Trafd1/Ncf1/Hopx/Siglece/Fcgr1/Pik3r6/Bst1/Grn/Cxcr2/Rbm47/Fcgr3/Dhx58/Cyba/Parp9/Mefv/St3gal4/Gbp2/Cd44/Gbp2b/Samhd1/Ifi207/Irgm2/Smpdl3b/Cmklr1/Irgm1/Arg2/Tnfrsf1a/Aif1/Fgr/Met/Gbp7/Casp1/Emilin1/Stat2/Igtp/Ifi204/Aph1b/Thbs1/Nod1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Sbno2/Parp14/Ctsc/Irf1/Irf7/Trim30d/Adtrp/Trim30a/Nlrx1/Dtx3l/Mtus1/Lbp/Nfe2l2/Eif2ak2/Xcl1/Serpinb9/Myo1f/Treml4/Ly96/Ddx60/Metrnl/Slamf8/Csf1r/Ccn3/Dusp1/Oas3/Stat1/Trim25/Fcgr2b/Hc/Fgl2",125
"GO:0071345","cellular response to cytokine stimulus","103/516","198/1987",1.05860968019947e-16,1.45029526187327e-14,1.10383820523585e-14,"Ifitm6/Mmp8/Plscr1/Il1r2/Ifitm1/Rab20/Ifitm2/Cd300lf/Cebpb/Csf2rb/Tlr4/Nfil3/Mapk13/Csf2rb2/Tlr2/Il1rap/Il15ra/Socs3/Pirb/Ccr1/Xbp1/Il18rap/Oas2/Snx10/Acod1/Socs1/Klf5/Ifi202b/Spi1/Myd88/Casp4/Zbp1/Ccr5/Irak3/Il13ra1/Il1rn/Fcer1g/Ifih1/Ceacam1/Ccrl2/Gab1/Saa3/Cxcl10/Csf2ra/Cdc42ep2/Ifitm3/Cxcr2/Rbm47/Gpr35/Icam1/Ebi3/Asah1/Parp9/Ifit1/Gbp2/Gbp2b/Samhd1/Il36g/Ifi207/Irgm2/Lims1/Irgm1/Tnfrsf1a/Naip2/Gbp7/Casp1/Oasl2/Stat2/Igtp/Ifi204/Ctbp2/Ifng/Gbp3/Ifit2/Ifit3/Oasl1/Sbno2/Cxcl2/Parp14/Irf1/Pdia3/Ifi47/Irf7/Vim/Kit/Nfe2l2/Selp/Pid1/Xcl1/Cxcl9/Gbp6/Iigp1/Iigp1c/Gsdme/Spp1/Cxcl3/Csf1r/Gbp8/Lifr/Dusp1/Oas3/Stat1/Trim25",103
"GO:0006955","immune response","185/516","445/1987",1.30691937359234e-16,1.69100845616476e-14,1.28704808487106e-14,"Lcn2/Fpr2/Ifitm6/Anxa1/Clec5a/Olfm4/Cd177/Plscr1/Wfdc21/S100a9/Ifitm1/Rab20/Ifitm2/Samsn1/Cd300lf/Csf2rb/Tlr4/Nfil3/Slc15a3/Cd14/Fpr1/Slc11a1/Csf2rb2/Tlr2/Il1rap/Trem1/S100a8/App/Wfdc17/Clec4e/C5ar1/Anxa3/Clec4n/Flot1/Pram1/Ltf/Ltbr/Pirb/Ccr1/Lgals3/Xbp1/Tirap/Gadd45g/Il18rap/Pglyrp1/Hck/Oas2/Acod1/Lamp2/N4bp1/Adam8/Cd274/Bcl3/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Ccr5/Irak3/Il1rn/Tlr13/Trem3/Fcer1g/Fcgr4/Clec4a2/Ifih1/Ceacam1/Ccrl2/Milr1/Cxcl10/Slfn1/Cdc42ep2/Trafd1/Ncf1/Fosl2/Hlx/Ifitm3/Bmx/Fcgr1/Pik3r6/Itgb2l/Grn/Cxcr2/Il18bp/Rbm47/Fcgr3/Camp/Dhx58/Icam1/Cyba/Vsir/Parp9/Mefv/Ifit1/Gbp2/Cd44/Gbp2b/Samhd1/Il36g/Ifi207/Irgm2/Smpdl3b/Rab27a/Cmklr1/Irgm1/Arg2/Fgr/Naip2/Gbp7/Casp1/Cybb/Oasl2/Stat2/Igtp/Wfdc18/Sppl2a/Ifi204/Nod1/Ifng/Gbp3/Ifit2/Lgals9/C3/Ifi35/Ifit3/Oasl1/Sbno2/Cxcl2/Parp14/Cfp/Gzmb/Ctsc/Irf1/Padi4/Slpi/Nfam1/Pnp/Tmem106a/Atp7a/Mx1/Cfb/Irf7/Trim30d/Trim30a/Vim/Nlrx1/Ifi44/Dtx3l/Serpina3g/Lbp/Kit/Nfe2l2/Cd68/Eif2ak2/Xcl1/Cxcl9/Serpinb9/Gbp6/Iigp1/Themis2/Myo1f/Treml4/Ly96/Gsdme/Ctsl/Ddx60/Cxcl3/Slamf8/Csf1r/Gbp8/Ifi44l/Oas3/Stat1/Trim25/Fasl/Bst2/Clec4a3/Herc6/Rnase2a/Mpeg1/Fcgr2b/Hc/Fgl2",185
"GO:0031349","positive regulation of defense response","77/516","134/1987",1.07374170520927e-15,1.31618127970125e-13,1.00176234436144e-13,"Fpr2/Mmp8/Plscr1/S100a9/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Tlr2/S100a8/App/Clec4e/Clec4n/Flot1/Ltf/Alox5ap/Tirap/Il18rap/Acod1/Lamp2/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Tlr13/Trem3/Fcer1g/Ifih1/Nupr1/Emilin2/Fcgr1/Grn/Rbm47/Fcgr3/Dhx58/Cyba/Parp9/Mefv/Gbp2/Gbp2b/Ifi207/Irgm2/Smpdl3b/Irgm1/Tnfrsf1a/Gbp7/Casp1/Emilin1/Igtp/Ifi204/Nod1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Ctsc/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Eif2ak2/Xcl1/Treml4/Ly96/Ddx60/Csf1r/Oas3/Trim25",77
"GO:0032103","positive regulation of response to external stimulus","87/516","161/1987",2.00104774019395e-15,2.33022009345586e-13,1.77356020762454e-13,"Fpr2/Mmp8/Plscr1/S100a9/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Tlr2/Trem1/S100a8/App/Clec4e/C5ar1/Clec4n/Flot1/Ltf/Alox5ap/Ccr1/Tirap/Il18rap/Acod1/Lamp2/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Tlr13/Trem3/Fcer1g/Ifih1/Pla2g7/Cxcl10/Nupr1/Emilin2/Fcgr1/Grn/Cxcr2/Rbm47/Fcgr3/Dhx58/Cyba/Parp9/Mefv/Gbp2/Gbp2b/Ifi207/Irgm2/Smpdl3b/Cmklr1/Irgm1/Tnfrsf1a/Aif1/Met/Gbp7/Casp1/Emilin1/Igtp/Ifi204/Thbs1/Nod1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Ctsc/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Eif2ak2/Xcl1/Treml4/Ly96/Ddx60/Csf1r/Oas3/Trim25",87
"GO:0002833","positive regulation of response to biotic stimulus","64/516","104/1987",3.80310278630718e-15,4.21782209014734e-13,3.2102381414242e-13,"Fpr2/Plscr1/Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Clec4n/Flot1/Ltf/Tirap/Il18rap/Acod1/Lamp2/Adam8/Cd274/Spi1/Myd88/Casp4/Ffar2/Zbp1/Irak3/Tlr13/Trem3/Ifih1/Emilin2/Grn/Rbm47/Dhx58/Cyba/Parp9/Mefv/Gbp2/Gbp2b/Ifi207/Irgm2/Smpdl3b/Irgm1/Gbp7/Casp1/Emilin1/Igtp/Ifi204/Nod1/Gbp3/Lgals9/Ifi35/Oasl1/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Eif2ak2/Xcl1/Treml4/Ly96/Gsdme/Ddx60/Oas3/Trim25",64
"GO:0010033","response to organic substance","190/516","475/1987",6.25975753064911e-15,6.62680694949172e-13,5.04374721608282e-13,"Lcn2/Fpr2/Ifitm6/Mmp8/Anxa1/Plscr1/Gpr27/Wfdc21/S100a9/Il1r2/Ifitm1/Rab20/Ifitm2/Cd300lf/Cebpb/Csf2rb/Tlr4/Nfil3/Cpne2/Cd14/Mapk13/Slc11a1/Csf2rb2/Tlr2/Il1rap/S100a8/App/Pld1/C5ar1/Il15ra/Socs3/Flot1/Tgm2/Gk/Ltf/Pirb/Alox5ap/G6pdx/Slc25a24/Ccr1/P2ry13/Xbp1/Tirap/Il18rap/Mmp9/Oas2/Snx10/Acod1/Socs1/Klf5/Cd274/Jun/Ifi202b/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Anxa11/Il13ra1/Mmp14/Il1rn/Txn1/Fcer1g/Fcgr4/Ifih1/Bak1/Ceacam1/Ccrl2/Ggh/Gab1/Acp2/Cib2/Saa3/Cxcl10/Slc2a1/Ralb/Rab31/Csf2ra/Cdc42ep2/Cyfip1/Xaf1/Tspo/Fosl2/Dgat2/Ifitm3/Cmpk2/Lmnb1/Grn/Rps6ka2/Ptpre/Cxcr2/Noct/Rbm47/Rdh12/Gpr35/Icam1/Ebi3/Asah1/Cyba/Parp9/Mefv/Ifit1/Gbp2/Gbp2b/Samhd1/Il36g/Ifi207/Irgm2/Lims1/Irgm1/Tnfrsf1a/Naip2/Gbp7/Casp1/Tcf7l2/Mgst1/Oasl2/Stat2/Igtp/Ifi204/Thbs1/Ctbp2/Nod1/Ifng/Gbp3/Scarb1/Ifit2/Gatm/Lgals9/Pak1/Ifit3/Oasl1/Sbno2/Cxcl2/Parp14/Crem/Nadk/Ctsc/Usp18/Sdf2l1/Irf1/Casp7/Lin28a/Slpi/Atp7a/Pdia3/Ifi47/Irf7/Trim30d/Adtrp/Trim30a/Vim/Serpina3g/Lbp/Kit/Nfe2l2/Cd68/Selp/Pid1/Ly6i/Eif2ak2/Xcl1/Cxcl9/Tifab/Gbp6/Iigp1/P2ry1/Klf9/Iigp1c/Timp2/Ly96/Gsdme/Spp1/Cxcl3/Csf1r/Gbp8/Lifr/Dusp1/Oas3/Bmp2/Stat1/Trim25/Bst2/Timp1/Ly6a/Dab2/Fcgr2b",190
"GO:0097529","myeloid leukocyte migration","47/516","68/1987",3.79048828193429e-14,3.83828139505433e-12,2.92136488182029e-12,"Fpr2/Anxa1/Cd177/S100a9/Tlr2/Trem1/S100a8/App/C5ar1/Ccr1/Lgals3/Tirap/Mmp9/Adam8/Spi1/Myd88/Itgam/Mmp14/Trem3/Fcer1g/Pla2g7/Cxcl10/Itgb2l/Bst1/Cxcr2/Fcgr3/Gpr35/Prtn3/Cmklr1/Aif1/Emilin1/Thbs1/Ifng/Cxcl2/Mtus1/Lbp/Kit/Xcl1/Cxcl9/Myo1f/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Hc",47
"GO:0045089","positive regulation of innate immune response","59/516","96/1987",5.58953993019779e-14,5.42059623353078e-12,4.12568486916266e-12,"Fpr2/Plscr1/Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Clec4n/Flot1/Ltf/Tirap/Il18rap/Acod1/Lamp2/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Irak3/Tlr13/Trem3/Ifih1/Rbm47/Dhx58/Cyba/Parp9/Mefv/Gbp2/Gbp2b/Ifi207/Irgm2/Smpdl3b/Irgm1/Gbp7/Casp1/Igtp/Ifi204/Nod1/Gbp3/Lgals9/Ifi35/Oasl1/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Eif2ak2/Xcl1/Treml4/Ly96/Ddx60/Oas3/Trim25",59
"GO:0080134","regulation of response to stress","131/516","295/1987",5.81858762723356e-14,5.42059623353078e-12,4.12568486916266e-12,"Fpr2/Mmp8/Anxa1/Plscr1/S100a9/Ier3/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Tlr2/S100a8/App/Clec4e/Socs3/Dusp16/Clec4n/Flot1/Plaur/Ltf/Ltbr/Anxa2/Alox5ap/Ccr1/Igfbp6/Xdh/Xbp1/Tirap/Gadd45g/Il18rap/Pglyrp1/Ggt1/Acod1/Lamp2/N4bp1/Adam8/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Tlr13/Trem3/Fcer1g/Ifih1/Bak1/Ceacam1/Aifm2/Nupr1/Emilin2/Trafd1/Ncf1/Lmnb1/Siglece/Fcgr1/Pik3r6/Bst1/Grn/Rbm47/Fcgr3/Dhx58/Cyba/Parp9/Mefv/St3gal4/Gbp2/Cd44/Gbp2b/Samhd1/Ifi207/Irgm2/Smpdl3b/Irgm1/Arg2/Tnfrsf1a/Fgr/Met/Naip2/Gbp7/Casp1/Emilin1/Stat2/Igtp/Ifi204/Thbs1/Nod1/Znhit1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Sbno2/Parp14/Ctsc/Irf1/Pnp/Atp7a/Irf7/Trim30d/Adtrp/Trim30a/Nlrx1/Dtx3l/Lbp/Nfe2l2/Eif2ak2/Xcl1/Tifab/Serpinb9/Fgd4/Myo1f/Treml4/Ly96/Ddx60/Metrnl/Slamf8/Csf1r/Ccn3/Dusp1/Oas3/Bmp2/Stat1/Trim25/Dab2/Fcgr2b/Fgl2",131
"GO:0071310","cellular response to organic substance","151/516","358/1987",8.10048537525242e-14,7.25616555344726e-12,5.52276006960529e-12,"Fpr2/Ifitm6/Mmp8/Anxa1/Plscr1/Gpr27/Il1r2/Ifitm1/Rab20/Ifitm2/Cd300lf/Cebpb/Csf2rb/Tlr4/Nfil3/Cd14/Mapk13/Csf2rb2/Tlr2/Il1rap/App/Il15ra/Socs3/Flot1/Tgm2/Ltf/Pirb/Ccr1/P2ry13/Xbp1/Il18rap/Oas2/Snx10/Acod1/Socs1/Klf5/Cd274/Jun/Ifi202b/Spi1/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Irak3/Il13ra1/Il1rn/Fcer1g/Fcgr4/Ifih1/Bak1/Ceacam1/Ccrl2/Gab1/Cib2/Saa3/Cxcl10/Ralb/Rab31/Csf2ra/Cdc42ep2/Cyfip1/Dgat2/Ifitm3/Cmpk2/Lmnb1/Rps6ka2/Ptpre/Cxcr2/Rbm47/Gpr35/Icam1/Ebi3/Asah1/Cyba/Parp9/Ifit1/Gbp2/Gbp2b/Samhd1/Il36g/Ifi207/Irgm2/Lims1/Irgm1/Tnfrsf1a/Naip2/Gbp7/Casp1/Tcf7l2/Mgst1/Oasl2/Stat2/Igtp/Ifi204/Ctbp2/Nod1/Ifng/Gbp3/Ifit2/Pak1/Ifit3/Oasl1/Sbno2/Cxcl2/Parp14/Nadk/Sdf2l1/Irf1/Casp7/Lin28a/Atp7a/Pdia3/Ifi47/Irf7/Trim30d/Trim30a/Vim/Lbp/Kit/Nfe2l2/Cd68/Selp/Pid1/Ly6i/Eif2ak2/Xcl1/Cxcl9/Tifab/Gbp6/Iigp1/P2ry1/Klf9/Iigp1c/Timp2/Ly96/Gsdme/Spp1/Cxcl3/Csf1r/Gbp8/Lifr/Dusp1/Oas3/Bmp2/Stat1/Trim25/Ly6a/Dab2/Fcgr2b",151
"GO:0035456","response to interferon-beta","26/516","29/1987",5.93006113618028e-13,5.11522680969032e-11,3.89326430928951e-11,"Ifitm6/Plscr1/Ifitm1/Ifitm2/Acod1/Ifi202b/Xaf1/Ifitm3/Ifit1/Gbp2/Gbp2b/Ifi207/Irgm2/Irgm1/Gbp7/Igtp/Ifi204/Gbp3/Ifit3/Irf1/Ifi47/Gbp6/Iigp1/Iigp1c/Stat1/Bst2",26
"GO:0002218","activation of innate immune response","49/516","76/1987",6.65636804820305e-13,5.53667185152318e-11,4.21403150119321e-11,"Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Clec4n/Flot1/Ltf/Tirap/Acod1/Lamp2/Myd88/Casp4/Ffar2/Zbp1/Irak3/Tlr13/Ifih1/Dhx58/Cyba/Mefv/Gbp2/Gbp2b/Ifi207/Irgm2/Smpdl3b/Irgm1/Gbp7/Casp1/Igtp/Ifi204/Nod1/Gbp3/Ifi35/Oasl1/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Eif2ak2/Treml4/Ly96/Ddx60/Oas3/Trim25",49
"GO:0002237","response to molecule of bacterial origin","54/516","90/1987",2.96244790008978e-12,2.37915212389969e-10,1.81080299954671e-10,"Mmp8/Plscr1/Wfdc21/S100a9/Cebpb/Tlr4/Cd14/Slc11a1/Tlr2/S100a8/C5ar1/Ltf/Xbp1/Tirap/Acod1/Cd274/Spi1/Myd88/Casp4/Irak3/Fcgr4/Cxcl10/Fosl2/Cmpk2/Noct/Gbp2/Gbp2b/Il36g/Irgm2/Irgm1/Casp1/Mgst1/Igtp/Ifng/Gbp3/Scarb1/Lgals9/Sbno2/Cxcl2/Casp7/Slpi/Trim30d/Trim30a/Vim/Lbp/Cd68/Eif2ak2/Cxcl9/Tifab/Gbp6/Ly96/Cxcl3/Stat1/Fcgr2b",54
"GO:0019221","cytokine-mediated signaling pathway","62/516","110/1987",3.13154154211472e-12,2.38178384213019e-10,1.8128060338285e-10,"Ifitm6/Mmp8/Il1r2/Ifitm1/Ifitm2/Cd300lf/Csf2rb/Csf2rb2/Il1rap/Il15ra/Pirb/Ccr1/Il18rap/Oas2/Socs1/Spi1/Myd88/Casp4/Zbp1/Ccr5/Irak3/Il13ra1/Il1rn/Fcer1g/Ifih1/Ceacam1/Ccrl2/Gab1/Cxcl10/Csf2ra/Ifitm3/Cxcr2/Rbm47/Gpr35/Ebi3/Parp9/Samhd1/Il36g/Irgm2/Lims1/Irgm1/Tnfrsf1a/Naip2/Casp1/Oasl2/Stat2/Igtp/Ifng/Oasl1/Cxcl2/Parp14/Irf1/Irf7/Kit/Xcl1/Cxcl9/Iigp1/Cxcl3/Csf1r/Lifr/Oas3/Stat1",62
"GO:0009615","response to virus","56/516","95/1987",3.17025758291266e-12,2.38178384213019e-10,1.8128060338285e-10,"Lcn2/Ifitm6/Plscr1/Ifitm1/Ifitm2/Oas2/Acod1/Lamp2/Bcl3/Myd88/Zbp1/Irak3/Tlr13/Ifih1/Cxcl10/Ifitm3/Rtp4/Dhx58/Parp9/Mefv/Ifit1/Mlkl/Gbp2b/Samhd1/Irgm2/Irgm1/Gbp7/Casp1/Oasl2/Stat2/Igtp/Ifng/Gbp3/Ifit2/Lgals9/Ifit3/Oasl1/Irf1/Mx1/Irf7/Trim30d/Trim30a/Nlrx1/Dtx3l/Eif2ak2/Cxcl9/Treml4/Gsdme/Ddx60/Mov10/Ifi44l/Oas3/Stat1/Trim25/Bst2/Fgl2",56
"GO:0050900","leukocyte migration","55/516","94/1987",7.71583910678677e-12,5.61568414990825e-10,4.27416876836478e-10,"Fpr2/Anxa1/Cd177/S100a9/Tlr2/Trem1/S100a8/App/C5ar1/Ccr1/Lgals3/Tirap/Mmp9/Adam8/Spi1/Myd88/Ffar2/Itgam/Mmp14/Trem3/Fcer1g/Pla2g7/Cxcl10/Itgb2l/Bst1/Cxcr2/Fcgr3/Gpr35/Icam1/St3gal4/Prtn3/Cmklr1/Aif1/Emilin1/Thbs1/Ifng/Lgals9/Cxcl2/Gpr15/Adtrp/Mtus1/Lbp/Kit/Selp/Xcl1/Cxcl9/Myo1f/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Lyve1/Hc",55
"GO:0051607","defense response to virus","49/516","80/1987",1.12482339527169e-11,7.70504025761109e-10,5.86440432705118e-10,"Ifitm6/Plscr1/Ifitm1/Ifitm2/Oas2/Acod1/Lamp2/Myd88/Zbp1/Ifih1/Cxcl10/Ifitm3/Rtp4/Dhx58/Parp9/Mefv/Ifit1/Mlkl/Gbp2b/Samhd1/Irgm2/Irgm1/Gbp7/Casp1/Oasl2/Stat2/Igtp/Ifng/Gbp3/Ifit2/Ifit3/Oasl1/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Dtx3l/Eif2ak2/Cxcl9/Treml4/Ddx60/Mov10/Ifi44l/Oas3/Stat1/Trim25/Bst2/Fgl2",49
