"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032101","regulation of response to external stimulus","118/442","258/1987",1.11412855467871e-19,2.29105344607567e-17,1.75062113567697e-17,"Fpr2/Mmp8/Anxa1/S100a9/Plscr1/S100a8/Clec4e/Cebpb/Acod1/Tlr4/Trem1/Cd14/App/Slc15a3/Ier3/Ifi207/Clec4n/Cd300lf/Ccr5/Irf7/Ifih1/Tlr2/C5ar1/Zbp1/Lamp2/Ggt1/Cmklr1/Casp4/C3/Pglyrp1/Fcgr1/Ceacam1/Ifi204/Cxcl10/Socs3/Ccr1/Anxa2/Dhx58/Trafd1/Nr1h3/Ffar2/Lbp/Grn/Gbp2b/Ltf/Nupr1/Gbp2/Aif1/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Dtx3l/Met/Oas3/Plaur/Smpdl3b/St3gal4/Adam8/Tlr13/N4bp1/Lrp1/Bst1/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Pla2g7/Eif2ak2/Fcgr3/Xcl1/Samhd1/Ctsc/Casp1/Gbp3/Serpinb9/Fgr/Il18/Parp14/Arg1/Trim30a/Arg2/Slamf8/Cxcl1/Mtus1/Serping1/Cxcr2/Nfe2l2/Hpx/Fabp7/Irf1/Cfh/Fga/Stat1/Kng1/Vtn/F2/Ahsg/Cpb2/Ifng/Fgg/Serpinc1/Treml4/Apoh/Plg/Fgb/Ddx60/Hrg/Apoa1/Hc/Cxcl13/Slc7a2/Hamp/Ednrb",118
"GO:0042742","defense response to bacterium","57/442","89/1987",4.3544526338247e-18,8.20814321475956e-16,6.2719396708247e-16,"Lcn2/Fpr2/Wfdc21/Wfdc17/Pld1/Clec4e/Cebpb/Tlr4/Trem1/App/Anxa3/Hp/Slc11a1/Oas2/Tlr2/C5ar1/Casp4/Hck/Pglyrp1/Iigp1/Fcgr1/Lbp/Grn/Gbp2b/Ltf/Gbp2/Emilin1/Gbp7/Trem3/Tirap/Lgals9/Plac8/Oas3/Irgm2/Irgm1/Slpi/Gbp6/Emilin2/Naip2/Casp1/Gbp3/Serpinb9/Fgr/Il18/Rnf213/Arg2/Slamf8/Gzmb/Fga/F2/Ifng/Fgb/Camp/Cxcl13/Trf/Hamp/Rnase4",57
"GO:0034097","response to cytokine","103/442","227/1987",1.02400862287902e-16,1.7817750038095e-14,1.36147543220029e-14,"Ifitm6/Mmp8/Anxa1/Ifitm1/Wfdc21/Saa3/Plscr1/Cebpb/Acod1/Tlr4/Cd14/Ifi202b/App/Ifnar2/Ifitm2/Ifi207/Slc11a1/Mapk13/Csf2rb2/Csf2rb/Il1r2/Il15ra/Cd300lf/Ccr5/Irf7/Oas2/Ifih1/Tlr2/Zbp1/Iigp1c/Ifit1/Rab20/Ifitm3/Casp4/Nfil3/Il13ra1/Il1rn/Iigp1/Ceacam1/Pirb/Ifi204/Cxcl10/Socs3/Ccr1/Xaf1/Socs1/Cd274/Snx10/Gbp2b/Gbp2/Gbp7/Oasl1/Ctbp2/Cdc42ep2/Ifit3/Il1rap/Oas3/Spp1/Il36g/Ccrl2/Oasl2/Irgm2/Pid1/Irgm1/Ifit2/Csf2ra/Gbp6/Mefv/Bst2/Eif2ak2/Klf5/Fosl2/Naip2/Xcl1/Samhd1/Casp1/Serpina3g/Gbp3/Il18/Parp14/Cxcl9/Arg1/Cxcl1/Mrc1/Cxcr2/Timp1/Cxcl2/Nfe2l2/Hpx/Irf1/Serpina3n/Ifi47/Cfh/Selp/Stat1/Serpina1c/Kit/Ifng/Serpina3k/Serpina1b/Serpina3m/Apoa1/Cxcl13",103
"GO:0032103","positive regulation of response to external stimulus","81/442","161/1987",2.27937078550876e-16,3.68281194058629e-14,2.81408032316194e-14,"Fpr2/Mmp8/S100a9/Plscr1/S100a8/Clec4e/Cebpb/Acod1/Tlr4/Trem1/Cd14/App/Slc15a3/Ifi207/Clec4n/Cd300lf/Ccr5/Irf7/Ifih1/Tlr2/C5ar1/Zbp1/Lamp2/Cmklr1/Casp4/C3/Fcgr1/Ifi204/Cxcl10/Ccr1/Dhx58/Nr1h3/Ffar2/Lbp/Grn/Gbp2b/Ltf/Nupr1/Gbp2/Aif1/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Met/Oas3/Smpdl3b/Adam8/Tlr13/Lrp1/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Pla2g7/Eif2ak2/Fcgr3/Xcl1/Ctsc/Casp1/Gbp3/Il18/Arg1/Trim30a/Cxcl1/Cxcr2/Hpx/Irf1/Vtn/Cpb2/Ifng/Treml4/Apoh/Plg/Ddx60/Hrg/Cxcl13",81
"GO:0010033","response to organic substance","170/442","475/1987",3.30219377340648e-15,4.97970821029697e-13,3.80505415854978e-13,"Lcn2/Ifitm6/Fpr2/Mmp8/Anxa1/Ifitm1/Wfdc21/S100a9/Saa3/Gpr27/Pld1/Plscr1/S100a8/Cebpb/Tgm2/Acod1/Tlr4/Cd14/Ifi202b/App/Ifnar2/Ifitm2/Ifi207/Slc11a1/Mapk13/Csf2rb2/Csf2rb/Acp2/Il1r2/Il15ra/Cd300lf/Ccr5/Irf7/Oas2/Ifih1/Tlr2/C5ar1/Zbp1/Iigp1c/Usp18/Mmp9/Ifit1/Cmpk2/Rab20/Ifitm3/Cyfip1/Casp4/Nfil3/Il13ra1/G6pdx/Il1rn/Iigp1/Ceacam1/Pirb/Ifi204/Fcgr4/Cxcl10/Jun/Ralb/Socs3/Ccr1/Xaf1/Sdf2l1/Mmp14/Socs1/Nr1h3/Cd274/Snx10/Ffar2/Lbp/Grn/Gk/Gbp2b/Ltf/Ggh/Gbp2/Gbp7/Oasl1/Ctbp2/Tirap/Txn1/Lgals9/Cdc42ep2/Ifit3/Slc25a24/Mgst1/P2ry13/Gatm/Il1rap/Oas3/Spp1/Il36g/Ccrl2/Lrp1/Oasl2/Trim30d/Ly96/Irgm2/Pid1/Irgm1/Ifit2/Cpne2/Csf2ra/Slpi/Gbp6/Mefv/Pak1/Ly6a/Bst2/Eif2ak2/Klf5/Glul/Fosl2/Naip2/Ly6i/Xcl1/Samhd1/Ctsc/Casp1/Serpina3g/Gbp3/Cd68/Pck2/Il18/Parp14/Cxcl9/Arg1/Trim30a/Cxcl1/Mrc1/Fgl1/Cxcr2/Timp1/Cxcl2/Nfe2l2/Hpx/Irf1/Saa2/Serpina3n/Ifi47/Cfh/Selp/Fga/Crp/Stat1/Serpina1c/Kit/Ahsg/Ifng/Fgg/Serpina3k/Serpina1b/Fgb/Serpina3m/Apoa2/Calcrl/Hrg/Apoa1/Rbp4/Cdo1/Apob/Cxcl13/Fabp1/Apoc3/Aldob/Mup3/Ednrb/Adh1/Serpinf1/Ly6e",170
"GO:0031347","regulation of defense response","91/442","199/1987",5.59269044177961e-15,7.90666611206592e-13,6.04157743776455e-13,"Fpr2/Mmp8/Anxa1/S100a9/Plscr1/S100a8/Clec4e/Cebpb/Acod1/Tlr4/Cd14/App/Slc15a3/Ier3/Ifi207/Clec4n/Cd300lf/Ccr5/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Ggt1/Casp4/C3/Pglyrp1/Fcgr1/Ceacam1/Ifi204/Socs3/Ccr1/Dhx58/Trafd1/Nr1h3/Ffar2/Lbp/Grn/Gbp2b/Ltf/Nupr1/Gbp2/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Dtx3l/Oas3/Smpdl3b/Adam8/Tlr13/N4bp1/Bst1/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Eif2ak2/Fcgr3/Xcl1/Samhd1/Ctsc/Casp1/Gbp3/Serpinb9/Fgr/Il18/Parp14/Arg1/Trim30a/Arg2/Slamf8/Cxcl1/Serping1/Nfe2l2/Hpx/Irf1/Cfh/Stat1/Ahsg/Ifng/Treml4/Ddx60/Apoa1/Slc7a2/Hamp/Ednrb",91
"GO:0035456","response to interferon-beta","26/442","29/1987",1.09275230871651e-14,1.45400336606867e-12,1.11102123276316e-12,"Ifitm6/Ifitm1/Plscr1/Acod1/Ifi202b/Ifnar2/Ifitm2/Ifi207/Iigp1c/Ifit1/Ifitm3/Iigp1/Ifi204/Xaf1/Gbp2b/Gbp2/Gbp7/Ifit3/Irgm2/Irgm1/Gbp6/Bst2/Gbp3/Irf1/Ifi47/Stat1",26
"GO:0051346","negative regulation of hydrolase activity","41/442","61/1987",2.64323684270912e-14,3.3216676323378e-12,2.5381256700166e-12,"Ngp/Anxa1/App/Stfa3/Mmp9/Hspa1b/Stfa2l1/Grn/Cstb/Ltf/Plaur/Slpi/Naip2/Serpina3g/Serpinb9/Reck/Serping1/Apcs/Timp1/Itih4/Ambp/Serpina3n/Kng1/Serpina1c/Vtn/Ahsg/Serpinc1/Itih3/Serpina3k/Pzp/Serpina1b/Serpina3m/Apoa2/Hrg/Apoa1/Fabp1/Apoc3/Apoc1/Serpinb2/Gzma/Serpinf1",41
"GO:0002831","regulation of response to biotic stimulus","71/442","142/1987",3.45215038303092e-14,4.10987587706102e-12,3.14040494677937e-12,"Fpr2/Plscr1/Clec4e/Acod1/Tlr4/Cd14/App/Slc15a3/Ifi207/Clec4n/Cd300lf/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Casp4/Ceacam1/Ifi204/Ccr1/Dhx58/Trafd1/Nr1h3/Cd274/Ffar2/Lbp/Grn/Gbp2b/Ltf/Gbp2/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Dtx3l/Oas3/Smpdl3b/Adam8/Tlr13/N4bp1/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Eif2ak2/Xcl1/Samhd1/Casp1/Gbp3/Serpinb9/Fgr/Parp14/Arg1/Trim30a/Arg2/Slamf8/Cxcl1/Serping1/Nfe2l2/Hpx/Irf1/Cfh/Stat1/Ifng/Treml4/Ddx60/Hrg",71
"GO:0045088","regulation of innate immune response","62/442","120/1987",2.71115551064551e-13,3.06631688254008e-11,2.34300913077891e-11,"Fpr2/Plscr1/Clec4e/Acod1/Tlr4/Cd14/App/Slc15a3/Ifi207/Clec4n/Cd300lf/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Casp4/Ceacam1/Ifi204/Ccr1/Dhx58/Trafd1/Nr1h3/Ffar2/Lbp/Grn/Gbp2b/Ltf/Gbp2/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Oas3/Smpdl3b/Adam8/Tlr13/N4bp1/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Eif2ak2/Xcl1/Samhd1/Casp1/Gbp3/Serpinb9/Fgr/Parp14/Arg1/Trim30a/Slamf8/Serping1/Nfe2l2/Hpx/Irf1/Cfh/Treml4/Ddx60",62
"GO:0070887","cellular response to chemical stimulus","162/442","466/1987",5.48939626367315e-13,5.91286397544222e-11,4.51808955636657e-11,"Lcn2/Ifitm6/Fpr2/Mmp8/Anxa1/Ifitm1/S100a9/Saa3/Gpr27/Pld1/Plscr1/S100a8/Cebpb/Tgm2/Acod1/Tlr4/Trem1/Cd14/Ifi202b/App/Ifnar2/Ifitm2/Ifi207/Slc11a1/Mapk13/Csf2rb2/Csf2rb/Il1r2/Prdx5/Il15ra/Cd300lf/Ccr5/Irf7/Oas2/Ifih1/Tlr2/C5ar1/Zbp1/Iigp1c/Mmp9/Ifit1/Cmpk2/Rab20/Cmklr1/Ifitm3/Cyfip1/Casp4/Nfil3/Il13ra1/G6pdx/Il1rn/Iigp1/Ceacam1/Pirb/Ifi204/Fcgr4/Cxcl10/Jun/Ralb/Socs3/Ccr1/Anxa2/Sdf2l1/Lgals3/Socs1/Nr1h3/Pycr1/Cd274/Snx10/Ffar2/Itgam/Lbp/Gbp2b/Ltf/Gbp2/Aif1/Gbp7/Trem3/Oasl1/Ctbp2/Tirap/Txn1/Cdc42ep2/Ifit3/Slc25a24/Met/Mgst1/P2ry13/Il1rap/Oas3/Adam8/Spp1/Il36g/Mt1/Ccrl2/Lrp1/Oasl2/Bst1/Trim30d/Ly96/Irgm2/Pid1/Irgm1/Ifit2/Cpne2/Csf2ra/Gbp6/Pak1/Ly6a/Pla2g7/Eif2ak2/Fcgr3/Klf5/Naip2/Mt2/Ly6i/Xcl1/Slc31a1/Samhd1/Casp1/Gbp3/Cd68/Pck2/Il18/Parp14/Cxcl9/Arg1/Trim30a/Slamf8/Cxcl1/Mtus1/Mrc1/Cxcr2/Cxcl2/Nfe2l2/Hpx/Irf1/Ambp/Ifi47/Cfh/Selp/Crp/Stat1/Kit/Ahsg/Ifng/Cyp2e1/Cyp2c70/Calcrl/Hrg/Fbp1/Apoa1/Hc/Cyp2d26/Cxcl13/Fabp1/Apoc3/Trf/Cyp2d10/Mtarc1/Ednrb/Ly6e",162
"GO:0010466","negative regulation of peptidase activity","33/442","47/1987",1.55818916119485e-12,1.60210176482852e-10,1.22418497735978e-10,"Ngp/App/Stfa3/Mmp9/Hspa1b/Stfa2l1/Cstb/Ltf/Plaur/Slpi/Naip2/Serpina3g/Serpinb9/Reck/Serping1/Timp1/Itih4/Ambp/Serpina3n/Kng1/Serpina1c/Vtn/Ahsg/Serpinc1/Itih3/Serpina3k/Pzp/Serpina1b/Serpina3m/Hrg/Fabp1/Serpinb2/Serpinf1",33
"GO:0002833","positive regulation of response to biotic stimulus","55/442","104/1987",2.05321643103341e-12,2.01929372478156e-10,1.54296630652488e-10,"Fpr2/Plscr1/Clec4e/Acod1/Tlr4/Cd14/App/Slc15a3/Ifi207/Clec4n/Cd300lf/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Casp4/Ifi204/Dhx58/Nr1h3/Cd274/Ffar2/Lbp/Grn/Gbp2b/Ltf/Gbp2/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Oas3/Smpdl3b/Adam8/Tlr13/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Eif2ak2/Xcl1/Casp1/Gbp3/Arg1/Trim30a/Cxcl1/Hpx/Irf1/Treml4/Ddx60/Hrg",55
"GO:0080134","regulation of response to stress","114/442","295/1987",2.63723786845354e-12,2.48559669101746e-10,1.8992739385968e-10,"Fpr2/Mmp8/Anxa1/S100a9/Plscr1/S100a8/Clec4e/Cebpb/Acod1/Tlr4/Cd14/App/Slc15a3/Ier3/Ifi207/Clec4n/Xdh/Cd300lf/Ccr5/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Ggt1/Igfbp6/Casp4/Ltbr/C3/Pglyrp1/Fcgr1/Ceacam1/Ifi204/Socs3/Ccr1/Anxa2/Dhx58/Trafd1/Nr1h3/Ffar2/Lbp/Grn/Gbp2b/Ltf/Nupr1/Gbp2/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Dtx3l/Met/Oas3/Plaur/Smpdl3b/St3gal4/Adam8/Tlr13/N4bp1/Lrp1/Bst1/Pnp/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Eif2ak2/Fcgr3/Gypa/Naip2/Xcl1/Samhd1/Ctsc/Casp1/Gbp3/Serpinb9/Fgr/Il18/Parp14/Arg1/Trim30a/Arg2/Slamf8/Cxcl1/Serping1/Nfe2l2/Hpx/Irf1/Cfh/Fga/Stat1/Kng1/Vtn/F2/Ahsg/Cpb2/Ifng/Fgg/Fgd4/Serpinc1/Treml4/Apoh/Plg/Fgb/Ddx60/Hrg/Apoa1/Slc7a2/Hamp/Ednrb",114
"GO:0031349","positive regulation of defense response","65/442","134/1987",3.05598801244689e-12,2.76505795366194e-10,2.11281360692117e-10,"Fpr2/Mmp8/S100a9/Plscr1/S100a8/Clec4e/Cebpb/Acod1/Tlr4/Cd14/App/Slc15a3/Ifi207/Clec4n/Cd300lf/Ccr5/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Casp4/C3/Fcgr1/Ifi204/Dhx58/Nr1h3/Ffar2/Lbp/Grn/Gbp2b/Ltf/Nupr1/Gbp2/Emilin1/Gbp7/Trem3/Oasl1/Tirap/Lgals9/Oas3/Smpdl3b/Adam8/Tlr13/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Emilin2/Eif2ak2/Fcgr3/Xcl1/Ctsc/Casp1/Gbp3/Il18/Arg1/Trim30a/Cxcl1/Hpx/Irf1/Ifng/Treml4/Ddx60",65
"GO:0006959","humoral immune response","41/442","68/1987",5.90944765160102e-12,5.14121945689289e-10,3.9284668194044e-10,"Wfdc21/S100a9/Wfdc17/Acod1/App/Cfb/C3/Pglyrp1/Cxcl10/Lgals3/Ltf/Cfp/Slpi/C1ra/Cxcl9/C1qc/Cxcl1/Serping1/Cxcl2/Hpx/Cfh/C1qb/Fga/Crp/Kng1/F2/C1qa/Cd5l/Ifng/Fgb/Cfi/Camp/C4b/Hrg/Hc/Cxcl13/C8a/Trf/Hamp/Rnase4/Fcna",41
"GO:0071345","cellular response to cytokine stimulus","84/442","198/1987",1.40314688468053e-11,1.17552527894347e-09,8.98232820524536e-10,"Ifitm6/Mmp8/Ifitm1/Saa3/Plscr1/Cebpb/Acod1/Tlr4/Ifi202b/Ifnar2/Ifitm2/Ifi207/Mapk13/Csf2rb2/Csf2rb/Il1r2/Il15ra/Cd300lf/Ccr5/Irf7/Oas2/Ifih1/Tlr2/Zbp1/Iigp1c/Ifit1/Rab20/Ifitm3/Casp4/Nfil3/Il13ra1/Il1rn/Iigp1/Ceacam1/Pirb/Ifi204/Cxcl10/Socs3/Ccr1/Socs1/Snx10/Gbp2b/Gbp2/Gbp7/Oasl1/Ctbp2/Cdc42ep2/Ifit3/Il1rap/Oas3/Spp1/Il36g/Ccrl2/Oasl2/Irgm2/Pid1/Irgm1/Ifit2/Csf2ra/Gbp6/Klf5/Naip2/Xcl1/Samhd1/Casp1/Gbp3/Il18/Parp14/Cxcl9/Arg1/Cxcl1/Mrc1/Cxcr2/Cxcl2/Nfe2l2/Hpx/Irf1/Ifi47/Selp/Stat1/Kit/Ifng/Apoa1/Cxcl13",84
"GO:1901700","response to oxygen-containing compound","109/442","287/1987",3.60982055237544e-11,2.91621931766902e-09,2.22831779962424e-09,"Lcn2/Fpr2/Mmp8/Anxa1/Wfdc21/S100a9/Gpr27/Pld1/Plscr1/S100a8/Cebpb/Tgm2/Acod1/Tlr4/Cd14/App/Slc11a1/Mapk13/Prdx5/Ccr5/Tlr2/C5ar1/Mmp9/Cmpk2/Cyfip1/Casp4/G6pdx/Ceacam1/Fcgr4/Cxcl10/Jun/Socs3/Socs1/Nr1h3/Cd274/Ffar2/Lbp/Grn/Gk/Gbp2b/Ltf/Ggh/Gbp2/Tirap/Txn1/Lgals9/Slc25a24/Met/Mgst1/Gatm/Spp1/Il36g/Mt1/Lrp1/Trim30d/Ly96/Irgm2/Pid1/Irgm1/Cpne2/Slpi/Gbp6/Pak1/Ly6a/Eif2ak2/Glul/Fosl2/Ly6i/Casp1/Serpina3g/Gbp3/Cd68/Pck2/Il18/Cxcl9/Trim30a/Cxcl1/Mrc1/Cxcl2/Nfe2l2/Irf1/Ambp/Serpina3n/Cfh/Fga/Crp/Stat1/Serpina1c/Ahsg/Ifng/Fgg/Serpina3k/Serpina1b/Fgb/Serpina3m/Apoa2/Calcrl/Rbp4/Pon1/Cdo1/Apob/Cxcl13/Fabp1/Apoc3/Aldob/Ednrb/Adh1/Serpinf1/Ly6e",109
"GO:0002682","regulation of immune system process","139/442","401/1987",8.54927548325279e-11,6.66843487693718e-09,5.09543025172453e-09,"Fpr2/Mmp8/Anxa1/Olfm4/Cd177/Plscr1/Clec4e/Fpr1/Flot2/Cebpb/Acod1/Tlr4/Trem1/Cd14/App/Slc15a3/Ifi207/Clec4n/Slc11a1/Il15ra/Cd300lf/Irf7/Ifih1/Tlr2/C5ar1/Zbp1/Lamp2/Mmp9/Cfb/Ggt1/Cmklr1/Casp4/C3/Pglyrp1/Fcgr1/Ceacam1/Pirb/Ceacam10/Ifi204/Fcgr4/Cxcl10/Jun/Ccr1/Dhx58/Mafb/Trafd1/Lgals3/Mmp14/Socs1/Nr1h3/Cd274/Ffar2/Itgam/Lbp/Grn/Gbp2b/Ltf/Gbp2/Aif1/Emilin1/Mertk/Gbp7/Pram1/Trem3/Oasl1/Tirap/Lgals9/Oas3/Smpdl3b/St3gal4/Adam8/Tlr13/Cfp/N4bp1/Bst1/Pnp/Trim30d/Ly96/Irgm2/Irgm1/Sppl2a/Pilrb1/Mefv/Bst2/Pla2g7/Eif2ak2/Fcgr3/Fosl2/Xcl1/Samhd1/Orm1/Ctsc/Casp1/Gbp3/Serpinb9/Fgr/Cd68/Il18/Parp14/Bmx/C1ra/C1qc/Arg1/Trim30a/Arg2/Slamf8/Cxcl1/Mtus1/Fgl1/Serping1/Cxcr2/Apcs/Cdkn1a/Nfe2l2/Hpx/Irf1/Cfh/C1qb/Selp/Crp/Stat1/Kit/C1qa/Cd5l/Ifng/Treml4/Apoa2/Cfi/Ddx60/C4b/Hrg/Apoa1/Hc/Rbp4/Cxcl13/C8a/Slc7a2/Hamp/Fcna",139
"GO:0045861","negative regulation of proteolysis","38/442","65/1987",1.38465429804933e-10,1.04402934072919e-08,7.97755213121752e-09,"Ngp/App/Stfa3/Il1r2/Mmp9/Hspa1b/Nr1h3/Stfa2l1/Cstb/Ltf/Plaur/N4bp1/Slpi/Naip2/Serpina3g/Serpinb9/Reck/Serping1/Timp1/Itih4/Ambp/Serpina3n/Kng1/Serpina1c/Vtn/F2/Ahsg/Cpb2/Serpinc1/Itih3/Serpina3k/Pzp/Serpina1b/Serpina3m/Hrg/Fabp1/Serpinb2/Serpinf1",38
"GO:0097529","myeloid leukocyte migration","39/442","68/1987",1.74322349213675e-10,1.20875940133696e-08,9.23627407973978e-09,"Fpr2/Anxa1/Cd177/S100a9/S100a8/Trem1/App/Tlr2/C5ar1/Mmp9/Cmklr1/Cxcl10/Ccr1/Lgals3/Mmp14/Prtn3/Itgam/Lbp/Aif1/Emilin1/Trem3/Tirap/Adam8/Spp1/Bst1/Pla2g7/Fcgr3/Xcl1/Cxcl9/Slamf8/Cxcl1/Mtus1/Cxcr2/Cxcl2/Kit/Ifng/Hc/Cxcl13/Ednrb",39
"GO:0002237","response to molecule of bacterial origin","47/442","90/1987",1.75785335904755e-10,1.20875940133696e-08,9.23627407973978e-09,"Mmp8/Wfdc21/S100a9/Plscr1/S100a8/Cebpb/Acod1/Tlr4/Cd14/Slc11a1/Tlr2/C5ar1/Cmpk2/Casp4/Fcgr4/Cxcl10/Nr1h3/Cd274/Lbp/Gbp2b/Ltf/Gbp2/Tirap/Lgals9/Mgst1/Il36g/Trim30d/Ly96/Irgm2/Irgm1/Slpi/Gbp6/Eif2ak2/Fosl2/Casp1/Gbp3/Cd68/Cxcl9/Trim30a/Cxcl1/Mrc1/Cxcl2/Cfh/Stat1/Ifng/Cxcl13/Ednrb",47
"GO:0031640","killing of cells of another organism","25/442","34/1987",1.87031737607398e-10,1.20875940133696e-08,9.23627407973978e-09,"Trem1/Pglyrp1/Cxcl10/Lgals3/Gbp2b/Ltf/Gbp2/Gbp7/Trem3/Irgm2/Gbp3/Cxcl9/Arg1/Cxcl1/Gzmb/Kng1/F2/Ifng/Camp/Hrg/Hc/Cxcl13/C8a/Hamp/Gzma",25
"GO:0141060","disruption of anatomical structure in another organism","25/442","34/1987",1.87031737607398e-10,1.20875940133696e-08,9.23627407973978e-09,"Trem1/Pglyrp1/Cxcl10/Lgals3/Gbp2b/Ltf/Gbp2/Gbp7/Trem3/Irgm2/Gbp3/Cxcl9/Arg1/Cxcl1/Gzmb/Kng1/F2/Ifng/Camp/Hrg/Hc/Cxcl13/C8a/Hamp/Gzma",25
"GO:0141061","disruption of cell in another organism","25/442","34/1987",1.87031737607398e-10,1.20875940133696e-08,9.23627407973978e-09,"Trem1/Pglyrp1/Cxcl10/Lgals3/Gbp2b/Ltf/Gbp2/Gbp7/Trem3/Irgm2/Gbp3/Cxcl9/Arg1/Cxcl1/Gzmb/Kng1/F2/Ifng/Camp/Hrg/Hc/Cxcl13/C8a/Hamp/Gzma",25
"GO:0035458","cellular response to interferon-beta","19/442","22/1987",2.26122871574327e-10,1.42080537639202e-08,1.08565425475159e-08,"Acod1/Ifi202b/Ifnar2/Ifi207/Iigp1c/Ifit1/Iigp1/Ifi204/Gbp2b/Gbp2/Gbp7/Ifit3/Irgm2/Irgm1/Gbp6/Gbp3/Irf1/Ifi47/Stat1",19
"GO:0019730","antimicrobial humoral response","23/442","30/1987",2.52409799788617e-10,1.54311072195095e-08,1.17910922120316e-08,"Wfdc21/S100a9/Wfdc17/Acod1/App/Pglyrp1/Cxcl10/Lgals3/Ltf/Slpi/Cxcl9/Cxcl1/Cxcl2/Fga/Kng1/F2/Fgb/Camp/Hrg/Cxcl13/Trf/Hamp/Rnase4",23
"GO:0050776","regulation of immune response","101/442","269/1987",5.36221971708985e-10,3.19193184212033e-08,2.43899301259322e-08,"Fpr2/Anxa1/Olfm4/Cd177/Plscr1/Clec4e/Fpr1/Acod1/Tlr4/Cd14/App/Slc15a3/Ifi207/Clec4n/Slc11a1/Cd300lf/Irf7/Ifih1/Tlr2/C5ar1/Zbp1/Lamp2/Cfb/Cmklr1/Casp4/C3/Pglyrp1/Fcgr1/Ceacam1/Ifi204/Fcgr4/Ccr1/Dhx58/Trafd1/Lgals3/Nr1h3/Cd274/Ffar2/Itgam/Lbp/Grn/Gbp2b/Ltf/Gbp2/Gbp7/Pram1/Trem3/Oasl1/Tirap/Lgals9/Oas3/Smpdl3b/Adam8/Tlr13/Cfp/N4bp1/Pnp/Trim30d/Ly96/Irgm2/Irgm1/Sppl2a/Mefv/Eif2ak2/Fcgr3/Fosl2/Xcl1/Samhd1/Casp1/Gbp3/Serpinb9/Fgr/Il18/Parp14/Bmx/C1ra/C1qc/Arg1/Trim30a/Arg2/Slamf8/Fgl1/Serping1/Nfe2l2/Hpx/Irf1/Cfh/C1qb/Crp/Kit/C1qa/Cd5l/Ifng/Treml4/Cfi/Ddx60/C4b/Hrg/Hc/C8a/Fcna",101
"GO:0032496","response to lipopolysaccharide","45/442","87/1987",6.76605789000206e-10,3.92431357620119e-08,2.99861458984706e-08,"Mmp8/Wfdc21/S100a9/Plscr1/S100a8/Cebpb/Acod1/Tlr4/Cd14/Slc11a1/Cmpk2/Casp4/Fcgr4/Cxcl10/Nr1h3/Cd274/Lbp/Gbp2b/Ltf/Gbp2/Tirap/Lgals9/Mgst1/Il36g/Trim30d/Ly96/Irgm2/Irgm1/Slpi/Gbp6/Eif2ak2/Fosl2/Casp1/Gbp3/Cd68/Cxcl9/Trim30a/Cxcl1/Mrc1/Cxcl2/Cfh/Stat1/Ifng/Cxcl13/Ednrb",45
"GO:0002218","activation of innate immune response","41/442","76/1987",7.69533145445719e-10,4.24557067072736e-08,3.24409094947849e-08,"Clec4e/Acod1/Tlr4/Cd14/App/Slc15a3/Ifi207/Clec4n/Cd300lf/Irf7/Ifih1/Tlr2/Zbp1/Lamp2/Casp4/Ifi204/Dhx58/Nr1h3/Ffar2/Lbp/Gbp2b/Ltf/Gbp2/Gbp7/Oasl1/Tirap/Oas3/Smpdl3b/Tlr13/Trim30d/Ly96/Irgm2/Irgm1/Mefv/Eif2ak2/Casp1/Gbp3/Trim30a/Irf1/Treml4/Ddx60",41
